120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726018340
120.88.73.121 | Informações geográficas não encontradas | 0.38 | 3
200.40.65.133 | Informações geográficas não encontradas | 6.217 | 3
200.40.65.133 | Informações geográficas não encontradas | 6.173 | 3
179.31.62.144 | Informações geográficas não encontradas | 137.622 | 3
179.31.62.144 | Informações geográficas não encontradas | 138.123 | 3
179.31.62.144 | Informações geográficas não encontradas | 137.93 | 3
179.31.62.50 | Informações geográficas não encontradas | 138.85 | 3
179.31.62.50 | Informações geográficas não encontradas | 138.121 | 3
179.31.62.50 | Informações geográficas não encontradas | 140.499 | 3
206.126.236.189 | Informações geográficas não encontradas | 138.392 | 3
206.126.236.189 | Informações geográficas não encontradas | 138.082 | 3
206.126.236.189 | Informações geográficas não encontradas | 137.071 | 3
206.126.236.24 | Informações geográficas não encontradas | 140.989 | 3
206.126.236.24 | Informações geográficas não encontradas | 138.525 | 3
206.126.236.24 | Informações geográficas não encontradas | 138.399 | 3
156.225.111.22 | Informações geográficas não encontradas | 137.457 | 3
156.225.111.22 | Informações geográficas não encontradas | 137.406 | 3
156.225.111.22 | Informações geográficas não encontradas | 137.257 | 3
192.168.1.3 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726018499
192.168.1.1 | Informações geográficas não encontradas | 1.289 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.058 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.755 | 3
154.67.3.143 | Informações geográficas não encontradas | 3.535 | 3
154.67.3.143 | Informações geográficas não encontradas | 3.818 | 3
154.67.3.143 | Informações geográficas não encontradas | 4.421 | 3
154.67.2.125 | Informações geográficas não encontradas | 47.863 | 3
154.67.2.125 | Informações geográficas não encontradas | 47.606 | 3
154.67.2.125 | Informações geográficas não encontradas | 47.173 | 3
196.60.8.69 | Informações geográficas não encontradas | 44.097 | 3
196.60.8.69 | Informações geográficas não encontradas | 44.381 | 3
196.60.8.69 | Informações geográficas não encontradas | 42.755 | 3
196.60.10.204 | Informações geográficas não encontradas | 57.763 | 3
196.60.10.204 | Informações geográficas não encontradas | 48.367 | 3
196.60.10.204 | Informações geográficas não encontradas | 55.337 | 3
154.92.25.2 | Informações geográficas não encontradas | 48.699 | 3
154.92.25.2 | Informações geográficas não encontradas | 47.254 | 3
154.92.25.2 | Informações geográficas não encontradas | 47.877 | 3
192.168.88.254 | Informações geográficas não encontradas | 156.225.111.20 | Informações geográficas não encontradas | 1726018486
192.168.88.1 | Informações geográficas não encontradas | 0.903 | 3
192.168.88.1 | Informações geográficas não encontradas | 0.447 | 3
192.168.88.1 | Informações geográficas não encontradas | 0.458 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.957 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.767 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.535 | 3
179.1.4.49 | Informações geográficas não encontradas | 4.635 | 3
179.1.4.49 | Informações geográficas não encontradas | 4.458 | 3
179.1.4.49 | Informações geográficas não encontradas | 11.116 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.20 | Informações geográficas não encontradas | 78.317 | 3
156.225.111.20 | Informações geográficas não encontradas | 78.445 | 3
156.225.111.20 | Informações geográficas não encontradas | 78.553 | 3
192.168.1.2 | Informações geográficas não encontradas | 156.225.111.18 | Informações geográficas não encontradas | 1726018490
192.168.1.1 | Informações geográficas não encontradas | 1.21 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.079 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.97 | 3
100.100.192.1 | Informações geográficas não encontradas | 3.969 | 3
100.100.192.1 | Informações geográficas não encontradas | 4.559 | 3
100.100.192.1 | Informações geográficas não encontradas | 5.536 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.446 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.51 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.563 | 3
100.126.100.9 | Informações geográficas não encontradas | 5.417 | 3
100.126.100.9 | Informações geográficas não encontradas | 4.492 | 3
100.126.100.9 | Informações geográficas não encontradas | 6.078 | 3
10.230.0.81 | Informações geográficas não encontradas | 18.355 | 3
10.230.0.81 | Informações geográficas não encontradas | 6.894 | 3
10.230.0.81 | Informações geográficas não encontradas | 5.931 | 3
100.127.250.42 | Informações geográficas não encontradas | 10.581 | 3
100.127.250.42 | Informações geográficas não encontradas | 10.84 | 3
100.127.250.42 | Informações geográficas não encontradas | 11.806 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
4.69.136.66 | Informações geográficas não encontradas | 156.553 | 3
4.69.136.66 | Informações geográficas não encontradas | 167.312 | 3
4.69.136.66 | Informações geográficas não encontradas | 156.461 | 3
4.14.101.14 | Informações geográficas não encontradas | 159.142 | 3
4.14.101.14 | Informações geográficas não encontradas | 156.716 | 3
4.14.101.14 | Informações geográficas não encontradas | 156.406 | 3
103.140.147.234 | Informações geográficas não encontradas | 156.4 | 3
103.140.147.234 | Informações geográficas não encontradas | 156.319 | 3
103.140.147.234 | Informações geográficas não encontradas | 156.149 | 3
103.140.147.253 | Informações geográficas não encontradas | 156.709 | 3
103.140.147.253 | Informações geográficas não encontradas | 157.265 | 3
103.140.147.253 | Informações geográficas não encontradas | 156.567 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.18 | Informações geográficas não encontradas | 168.598 | 3
156.225.111.18 | Informações geográficas não encontradas | 173.806 | 3
156.225.111.18 | Informações geográficas não encontradas | 168.412 | 3
154.70.207.39 | Informações geográficas não encontradas | 154.85.67.11 | Informações geográficas não encontradas | 1726018573
154.70.207.1 | Informações geográficas não encontradas | 0.202 | 3
154.70.207.1 | Informações geográficas não encontradas | 0.201 | 3
154.70.207.1 | Informações geográficas não encontradas | 0.173 | 3
185.1.192.51 | Informações geográficas não encontradas | 18.356 | 3
185.1.192.51 | Informações geográficas não encontradas | 15.457 | 3
185.1.192.51 | Informações geográficas não encontradas | 15.969 | 3
154.85.67.11 | Informações geográficas não encontradas | 13.99 | 3
154.85.67.11 | Informações geográficas não encontradas | 14.021 | 3
154.85.67.11 | Informações geográficas não encontradas | 13.965 | 3
102.222.100.152 | Informações geográficas não encontradas | 154.92.25.9 | Informações geográficas não encontradas | 1726018568
10.201.255.1 | Informações geográficas não encontradas | 0.687 | 3
10.201.255.1 | Informações geográficas não encontradas | 0.229 | 3
10.201.255.1 | Informações geográficas não encontradas | 0.435 | 3
41.175.247.140 | Informações geográficas não encontradas | 0.611 | 3
41.175.247.140 | Informações geográficas não encontradas | 0.327 | 3
41.175.247.140 | Informações geográficas não encontradas | 0.274 | 3
5.11.12.121 | Informações geográficas não encontradas | 20.752 | 3
5.11.12.121 | Informações geográficas não encontradas | 20.743 | 3
5.11.12.121 | Informações geográficas não encontradas | 20.683 | 3
77.246.58.97 | Informações geográficas não encontradas | 19.694 | 3
77.246.58.97 | Informações geográficas não encontradas | 19.664 | 3
77.246.58.97 | Informações geográficas não encontradas | 19.826 | 3
196.60.10.204 | Informações geográficas não encontradas | 23.446 | 3
196.60.10.204 | Informações geográficas não encontradas | 19.155 | 3
196.60.10.204 | Informações geográficas não encontradas | 18.696 | 3
154.92.25.9 | Informações geográficas não encontradas | 19.054 | 3
154.92.25.9 | Informações geográficas não encontradas | 19.04 | 3
154.92.25.9 | Informações geográficas não encontradas | 19.073 | 3
196.6.220.42 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726018527
196.6.220.1 | Informações geográficas não encontradas | 0.906 | 3
196.6.220.1 | Informações geográficas não encontradas | 0.407 | 3
196.6.220.1 | Informações geográficas não encontradas | 0.493 | 3
197.155.93.66 | Informações geográficas não encontradas | 0.743 | 3
197.155.93.66 | Informações geográficas não encontradas | 0.993 | 3
197.155.93.66 | Informações geográficas não encontradas | 0.734 | 3
197.155.94.46 | Informações geográficas não encontradas | 61.014 | 3
197.155.94.46 | Informações geográficas não encontradas | 60.309 | 3
197.155.94.46 | Informações geográficas não encontradas | 59.63 | 3
41.60.199.90 | Informações geográficas não encontradas | 59.643 | 3
41.60.199.90 | Informações geográficas não encontradas | 59.912 | 3
41.60.199.90 | Informações geográficas não encontradas | 72.315 | 3
41.175.223.182 | Informações geográficas não encontradas | 59.502 | 3
